course_code,course_name,credit_hours,department,gen_ed_requirements,description
ARCH 231,Anatomy of Buildings,4,ARCH,,"A holistic approach to the introduction of architectural technology. Enabling students to integrate technical material with design, this lecture/lab course addresses building codes, zoning, construction documentation and delivery, digital fabrication, and the impact of energy, sustainability, and environmental forces on building construction, comparing general principles of light frame and heavy construction materials, components, and systems. Students learn how to build virtually and physically, understanding the roles design and construction professionals play on integrated teams."
ARCH 232,Structural Fundamentals,4,ARCH,,"The study of forces, their distribution, and their impact on building structure. Topics include: equilibrium of rigid bodies in two and three dimensions; trusses; shear and bending moments in beams; arches and frames; stresses, strains, and deformations in axially loaded members; direct shear and bearing stresses; torsion; beam stresses and deflections; introduction to the design of structural members; and architectural applications. Prerequisite: MATH 220 or MATH 221 , and MATH 231 or PHYS 101 ."
ARCH 237,Urban Scale Sustainability,3,ARCH,Social & Beh Sci - Soc Sci,"Focuses on understanding and conceiving holistic approaches to urban-scaled sustainability challenges, by looking at environmental, economic, and social factors affecting built environments. Emphasis is placed on illustrating individual and collective social roles in producing healthy and robust communities, currently challenged by climate change and environmental degradation. Students will investigate and propose actions ranging from simple gestures like reducing, reusing, and recycling, to highly complex neighborhood, city, and regional design decision-making and policy implementation."
ARCH 273,Fundamentals of Design I,4,ARCH,,"Context as a key influence in architectural design. Students expand on the methods of documentation and analysis of social, physical, and ecological factors to formulate design strategies and processes using analog and digital tools. Prerequisite: ARCH 172 . Restricted to architectural studies majors."
ARCH 274,Fundamentals of Design II,4,ARCH,,"Introduces urban systems and conditions. Students expand their knowledge of social, political, economic, and environmental characteristics and are introduced to cartographic methods of urban analysis. Students investigate urban experience and use environmentally aware design processes to formulate design interventions. Prerequisite: ARCH 273 . Restricted to architectural studies majors."
ARCH 314,History of World Landscapes,4,ARCH,Advanced Composition; Humanities - Hist & Phil; Cultural Studies - Western,Same as LA 314 . See LA 314 .
ARCH 315,History of Modern Landscape Architecture,3,ARCH,,Same as LA 315 . See LA 315 .
ARCH 321,"Environment, Architecture, and Global Health",3,ARCH,,"This course surveys current research at the intersection of the built environment, health, and well-being. It emphasizes relationships among people and multiple scales of the environments they inhabit and the health and well-being consequences of these relationships. It comparatively examines these relationships within a broad range of Western and Non-Western cultures and contexts by introducing significant historical and contemporary theories, data of relevance, research processes, and applications in environmental design and planning processes. To improve person-environment fit, the roles of social groups, institutions, and organizations in the person-environment-health/well-being nexus within various cultural and geographic contexts are examined and compared."
ARCH 371,Intermediate Design I,6,ARCH,,"Investigates individual and collective architectural habitats. Students examine the effects of environmental context, cultural perspectives, and multi-sensory perceptions in living conditions. Students design livable, integrated, and inclusive habitats considering universal design, accessibility, and life safety. Prerequisite: ARCH 274 . Restricted to architectural studies majors."
ARCH 372,Intermediate Design II,6,ARCH,,"Investigates the design of complex urban contexts at multiple scales. Students apply theoretical and analytical methods to understand and represent the social, cultural, and civic conditions present in and between the private and public realms. Students design an urban project that activates public space as part of the social and city fabric. Prerequisite: ARCH 371 . Restricted to architectural studies majors."
ARCH 401,Independent Study,0 to 4,ARCH,,"Independent guided study and investigation in a selected area of architecture. 0 to 4 undergraduate hours. 0 to 4 graduate hours. Approved for both letter and S/U grading. May be repeated. Prerequisite: Junior standing in architecture, written proposal approved by a sponsoring faculty member and the approval of the Director of the School."
ARCH 402,Introduction to the History of Architectural Theory,3,ARCH,,"Architectural theory, criticism, and historiography from antiquity to the present. Based on close readings of texts from antiquity to the present day. 3 undergraduate hours. 3 graduate hours. Prerequisite: ARCH 210 or consent of instructor."
ARCH 403,Special Topics in Architectural History,3,ARCH,,Special topics in Architectural History courses. Topics and subject matter to be published in course listings. 3 undergraduate hours. 3 graduate hours. May be repeated in separate terms to a maximum of 6 hours. Prerequisite: ARCH 210 or consent of instructor.
ARCH 407,Rome: City of Visible History,3,ARCH,,"Rome’s many layers show the intersection of multiple periods of architecture and the effects of politics, economics, religion, and culture on its urban context. This course considers Rome from its foundation until today, examining its urban form as well as individual monuments and their arts. We will employ a variety of evidentiary materials: individual monuments, maps, photographs, films, prints, and primary texts. Same as ARTH 407 . 3 undergraduate hours. 3 graduate hours. Prerequisite: Sophomore standing."
ARCH 409,Studies in Spanish Architecture,3,ARCH,,Explores aspects of the architecture and urban design of Spain from antiquity until the present. 3 undergraduate hours. 3 graduate hours. May be repeated to a maximum of 6 hours. Prerequisite: ARCH 210 .
ARCH 410,Ancient Egyptian & Greek Arch,3,ARCH,,"Architecture and urban form in Egypt and the Greek world through the Hellenistic period. Same as CLCV 410 . 3 undergraduate hours. 3 graduate hours. Prerequisite: ARCH 210 , ARTH 111 or CLCV 131 ."
ARCH 411,Ancient Roman Architecture,3,ARCH,,"Architecture and urban form in the ancient Roman world from the Etruscans to Late Antiquity. Same as CLCV 411 . 3 undergraduate hours. 3 graduate hours. Prerequisite: ARCH 210 ; ARTH 111 , CLCV 131 , or CLCV 132 ."
ARCH 412,Medieval Architecture,3,ARCH,,"Introduces the architecture, monumental arts, and urbanism of Byzantium and medieval western Europe from c. 300-1500, using a comparative approach. We will learn about Byzantium’s domed churches and robust cities, Europe’s Romanesque monasteries and pilgrimage destinations, and its soaring Gothic cathedrals, fortresses, and cities. It integrates architecture with the study of the roles of secular and ecclesiastical authority, design and technological developments, religious performance and observance, warfare and trade between regions, and developing urbanism. Same as ARTH 412 and MDVL 412 . 3 undergraduate hours. 3 graduate hours. Prerequisite: ARCH 210 or ARTH 111 ."
